first_name,second_name,element_type,total_points,minutes,goals_scored,assists,goals_conceded,bonus,clean_sheets,red_cards,yellow_cards,now_cost,value_added,value_added_per_90,value_added_per_million,vapm_per_90
Pedro,Lomba Neto,3,2,27,0,0,0,0,0,0,0,5,0,0,0,0
Ryan,Fraser,3,5,270,0,0,5,0,0,0,1,7.3,-1,-0.333,-0.137,-0.046
Luka,Milivojevic,3,5,270,0,0,2,0,1,0,2,6.9,-1,-0.333,-0.145,-0.048
Danny,Rose,2,4,267,0,0,4,0,0,0,1,5.5,-1,-0.337,-0.182,-0.061
Wilfried,Zaha,3,4,205,0,0,2,0,0,0,1,6.9,-1,-0.439,-0.145,-0.064
Dominic,Calvert-Lewin,4,5,229,0,0,2,0,2,0,1,5.9,-1,-0.393,-0.169,-0.066
Nathan,Aké,2,4,270,0,0,5,0,0,0,1,5,-1,-0.333,-0.2,-0.067
Jefferson,Lerma,3,5,270,0,0,5,0,0,0,1,5,-1,-0.333,-0.2,-0.067
Kurt,Zouma,2,2,270,0,0,7,0,0,0,1,5,-1,-0.333,-0.2,-0.067
Declan,Rice,3,5,270,0,0,7,0,0,0,1,5,-1,-0.333,-0.2,-0.067
Etienne,Capoue,3,5,262,0,0,7,0,0,0,1,5,-1,-0.344,-0.2,-0.069
André Filipe,Tavares Gomes,3,4,225,0,0,2,0,1,0,2,5.4,-1,-0.4,-0.185,-0.074
Maximillian,Aarons,2,2,270,0,0,8,0,0,0,1,4.5,-1,-0.333,-0.222,-0.074
Harry,Winks,3,4,208,0,0,4,0,0,0,1,5.5,-1,-0.433,-0.182,-0.079
Philip,Billing,3,4,225,0,0,4,0,0,0,1,5,-1,-0.4,-0.2,-0.08
Adam,Smith,2,4,247,0,0,5,0,0,0,1,4.5,-1,-0.364,-0.222,-0.081
Nicolás,Otamendi,2,2,180,0,0,3,0,0,0,1,5.4,-1,-0.5,-0.185,-0.093
Moritz,Leitner,3,4,202,0,0,4,0,0,0,1,4.5,-1,-0.446,-0.222,-0.099
Angelo,Ogbonna,2,3,180,0,0,2,0,0,0,1,4.5,-1,-0.5,-0.222,-0.111
Arthur,Masuaku,2,3,180,0,0,2,0,0,0,1,4.5,-1,-0.5,-0.222,-0.111
Roberto,Pereyra,3,2,135,0,0,3,0,0,0,1,5.9,-1,-0.667,-0.169,-0.113
José,Holebas,2,2,270,0,0,7,0,0,0,2,4.9,-2,-0.667,-0.408,-0.136
John,Fleck,3,2,118,0,0,1,0,0,0,1,4.9,-1,-0.763,-0.204,-0.156
N'Golo,Kanté,3,2,107,0,0,2,0,0,0,1,5,-1,-0.841,-0.2,-0.168
David,Luiz Moreira Marinho,2,1,180,0,0,4,0,0,0,2,5.9,-2,-1,-0.339,-0.17
Gary,Cahill,2,1,90,0,0,1,0,0,0,1,4.5,-1,-1,-0.222,-0.222
Fabián,Balbuena,2,-1,90,0,0,5,0,0,0,1,4.4,-1,-1,-0.227,-0.227
Jorge Luiz,Frello Filho,3,3,232,0,0,6,0,0,0,3,5,-3,-1.164,-0.6,-0.233
Morgan,Schneiderlin,3,2,165,0,0,2,0,1,1,0,4.5,-2,-1.091,-0.444,-0.242
Aaron,Lennon,3,2,48,0,0,1,0,0,0,1,4.9,-1,-1.875,-0.204,-0.382
James,McCarthy,3,1,27,0,0,1,0,0,0,1,4.5,-1,-3.333,-0.222,-0.74
